country	year	january	february	march	april	may	june	july	august	september	october	november	december
Suède	1968	2.3	5.7	9.7	9.8	13.2	17.4	18.9	25.1	13.8	10.4	3.4	-0.6
Suède	1969	0.9	4.3	10.5	9.0	14.4	19.2	25.8	25.7	14.0	12.6	0.9	2.2
Suède	1970	-0.9	1.2	2.1	13.8	17.2	19.5	18.9	23.8	11.6	14.1	6.9	-3.9
Suède	1971	0.7	-1.6	2.0	5.6	15.6	20.8	18.4	27.5	10.9	14.8	8.6	-1.7
Suède	1972	-2.1	6.0	11.0	14.6	10.9	17.0	27.2	24.3	19.8	9.8	9.1	2.4
Suède	1973	5.0	-2.9	3.9	13.3	17.8	19.8	21.3	21.6	11.8	10.1	5.0	2.4
Suède	1974	-3.9	-0.5	7.7	12.5	11.9	15.5	20.5	20.8	19.5	11.4	7.4	-3.9
Suède	1975	-2.5	4.3	4.6	7.5	12.7	16.2	18.9	23.2	12.3	5.1	7.3	0.3
Suède	1976	4.1	3.9	3.1	14.9	12.9	18.9	19.6	19.2	17.5	9.1	1.9	-3.9
Suède	1977	-0.2	0.9	5.7	10.2	18.6	22.0	18.8	20.7	14.4	13.8	3.5	-3.7
Suède	1978	-1.2	4.1	10.7	14.6	16.4	23.3	18.6	18.0	17.9	11.7	3.0	1.8
Suède	1979	-4.9	6.5	4.5	7.8	18.2	20.3	21.3	29.3	13.9	5.2	3.2	-1.6
Suède	1980	-1.3	0.4	9.9	14.7	11.6	23.5	18.5	27.9	17.5	12.9	2.2	-3.8
Suède	1981	1.5	-2.2	11.8	6.0	16.6	15.1	23.2	21.7	15.5	8.2	1.2	-0.6
Suède	1982	-1.3	5.6	8.8	12.8	17.1	18.9	20.2	18.3	14.3	11.3	8.5	2.2
Suède	1983	-0.5	-0.6	4.8	10.9	12.2	19.5	19.3	21.2	19.0	6.6	6.3	-0.9
Suède	1984	-2.4	-0.8	2.1	8.7	14.6	24.8	23.8	28.7	12.9	9.3	4.4	3.0
Suède	1985	-2.0	-0.9	7.9	12.2	14.0	24.7	23.5	23.6	12.6	8.5	2.7	-2.9
Suède	1986	-4.4	3.2	12.0	9.2	10.9	21.1	29.6	18.4	16.2	12.0	7.5	0.5
Suède	1987	1.9	5.8	2.6	10.0	17.4	17.4	19.6	29.8	19.4	11.0	3.1	-0.9
Suède	1988	2.3	3.8	9.8	15.0	13.1	23.6	24.6	23.0	13.6	12.0	4.1	3.2
Suède	1989	3.0	2.1	6.9	12.2	17.2	17.9	26.5	20.4	12.8	9.1	2.6	4.6
Suède	1990	-2.2	0.4	9.5	14.9	14.5	22.8	27.6	27.7	18.5	11.8	9.4	-0.5
Suède	1991	-0.8	1.4	11.1	8.2	11.2	21.4	21.4	19.8	10.6	12.0	1.7	1.2
Suède	1992	-3.0	-1.9	3.2	9.0	19.4	19.0	25.8	19.4	12.3	7.3	4.6	-1.0
Suède	1993	1.3	2.3	11.1	13.6	19.7	19.7	25.2	25.7	13.0	6.9	0.5	0.4
Suède	1994	-1.4	3.7	9.4	12.8	13.8	19.0	25.7	18.2	12.9	5.7	6.4	-3.3
Suède	1995	3.6	6.8	10.2	8.9	19.1	16.9	23.2	19.1	12.4	8.3	4.4	2.8
Suède	1996	0.1	4.8	6.1	12.2	15.4	22.3	29.8	22.8	10.8	13.2	7.1	0.0
Suède	1997	-1.0	-0.9	7.3	9.5	16.5	18.0	26.1	27.9	19.6	5.3	8.7	-2.5
Suède	1998	-2.9	-1.4	4.4	11.1	18.6	24.3	26.1	27.2	19.2	11.4	3.7	-0.6
Suède	1999	-3.5	2.6	3.6	6.4	17.9	24.0	24.8	27.5	18.5	7.3	8.8	-0.1
Suède	2000	-1.9	4.6	6.5	10.5	11.1	20.8	18.6	27.6	18.1	10.6	4.8	1.9
Suède	2001	-3.6	2.1	9.1	8.9	14.5	19.6	27.0	18.7	18.0	8.6	9.5	4.1
Suède	2002	3.1	5.2	3.8	11.4	10.0	15.4	25.0	26.6	10.5	9.0	9.3	4.7
Suède	2003	4.6	5.8	11.1	7.4	16.9	18.7	22.3	22.6	18.9	8.8	3.0	1.4
Suède	2004	0.6	2.4	4.7	6.8	14.9	15.1	28.5	21.3	12.1	12.7	2.3	3.2
Suède	2005	1.9	-2.8	4.4	11.4	16.5	15.4	26.7	18.6	16.8	13.8	0.4	-1.3
Suède	2006	3.1	1.2	9.6	12.7	16.6	22.8	28.5	18.2	18.8	12.0	0.9	-2.5
Suède	2007	-3.1	1.0	8.7	6.1	16.8	17.7	29.9	21.6	18.2	8.1	8.2	0.3
Suède	2008	0.2	-2.9	11.7	5.8	17.0	25.0	28.9	23.2	15.6	13.1	6.2	0.4
Suède	2009	-3.6	4.8	9.8	12.4	17.9	23.8	27.9	24.7	11.5	8.6	5.0	-1.0
Suède	2010	-4.9	3.3	6.7	6.7	14.1	17.5	19.0	19.9	10.7	5.0	6.1	0.1
Suède	2011	-1.0	4.4	9.4	14.1	18.2	19.4	24.2	25.8	10.2	7.0	8.6	0.9
Suède	2012	3.0	0.3	8.4	12.8	18.4	24.5	29.0	24.2	15.7	14.2	8.5	4.6
Suède	2013	-2.3	1.2	7.7	9.7	14.0	17.5	24.6	29.8	16.2	8.6	2.8	-3.9
Suède	2014	-3.1	-1.3	2.6	9.4	19.3	19.4	21.5	26.7	12.0	14.7	7.5	-0.2
Suède	2015	-2.4	-0.0	11.9	11.8	18.0	16.7	25.7	23.3	18.6	12.6	3.6	-0.6
Suède	2016	4.0	0.6	7.2	6.7	12.9	21.2	26.2	23.8	14.8	9.1	8.4	2.1
Suède	2017	3.2	4.4	6.9	7.0	12.0	16.6	25.0	29.7	15.7	7.1	9.3	2.0
Suède	2018	1.4	3.2	2.7	10.8	14.2	18.9	19.0	25.8	11.4	14.2	3.7	1.0
Suède	2019	2.9	-3.0	8.2	13.7	10.4	20.2	27.3	22.7	15.3	10.3	2.3	-2.3
Suède	2020	1.9	-2.3	7.0	13.9	15.8	24.7	22.8	19.7	10.7	11.7	7.5	-1.6
Norvège	1950	-2.3	4.6	7.0	10.7	16.9	20.8	18.5	28.4	10.5	6.6	8.3	2.1
Norvège	1951	4.8	2.7	4.4	10.1	12.1	22.3	23.8	19.5	13.9	12.4	1.4	3.9
Norvège	1952	-0.6	1.7	3.1	5.7	13.5	24.2	27.6	28.8	13.3	9.0	9.9	0.1
Norvège	1953	0.3	5.1	8.3	11.7	10.5	22.0	22.2	19.1	16.7	12.6	3.7	1.3
Norvège	1954	-1.8	-1.8	7.1	7.5	12.1	17.9	20.3	19.4	19.6	12.8	2.2	-4.2
Norvège	1955	0.0	-1.3	6.7	10.1	16.7	24.4	22.3	29.0	16.3	9.5	8.9	0.6
Norvège	1956	3.7	4.3	11.1	10.2	17.6	15.1	21.1	28.7	16.9	9.9	2.6	4.8
Norvège	1957	1.3	3.6	10.4	6.3	12.8	19.0	24.8	22.9	13.5	12.8	2.7	-2.5
Norvège	1958	-2.8	6.3	6.0	9.6	13.8	17.4	18.4	26.0	17.2	7.4	4.9	1.2
Norvège	1959	-2.6	-0.7	2.7	11.7	15.2	15.9	19.1	28.0	19.8	12.1	6.8	-1.6
Norvège	1960	-4.8	5.0	8.3	10.0	15.9	22.2	19.6	29.9	17.3	13.4	2.7	-2.8
Norvège	1961	-0.4	5.5	10.1	9.7	18.8	16.7	20.2	29.6	17.5	13.7	2.4	0.7
Norvège	1962	-1.3	0.9	10.6	11.5	13.2	18.2	19.6	27.7	19.2	6.8	2.9	1.5
Norvège	1963	1.7	2.4	6.2	10.5	14.9	16.1	26.3	21.4	15.4	9.6	6.8	-1.0
Norvège	1964	1.9	5.2	9.7	5.7	15.5	15.1	18.1	27.6	12.1	9.4	4.9	1.0
Norvège	1965	-1.4	5.9	8.6	13.8	10.1	15.6	29.1	29.3	16.7	13.1	2.8	-2.9
Norvège	1966	4.8	1.3	10.1	11.0	16.5	15.5	24.2	20.6	15.7	5.7	2.5	4.1
Norvège	1967	-2.0	4.6	7.6	7.1	19.2	16.9	27.9	27.6	16.8	13.0	0.7	-1.8
Norvège	1968	2.8	3.4	3.3	13.8	17.6	16.0	23.6	23.1	15.5	14.9	2.8	4.0
Norvège	1969	-3.0	1.0	3.2	5.0	12.7	19.9	27.3	25.6	11.4	7.5	9.8	3.4
Norvège	1970	4.1	5.5	2.7	13.7	13.1	24.0	23.6	25.9	14.3	10.2	4.4	1.6
Norvège	1971	-1.6	-2.1	8.1	6.3	16.6	24.9	22.1	26.7	14.4	6.7	3.1	4.5
Norvège	1972	-2.8	3.8	3.3	14.3	19.4	20.2	29.7	26.5	12.4	14.8	1.2	-0.6
Norvège	1973	-4.5	-1.1	7.7	7.2	13.6	17.9	21.3	24.3	16.2	7.7	7.9	3.4
Norvège	1974	-2.7	6.8	8.5	10.0	15.4	23.9	28.0	28.0	11.8	13.3	6.8	3.1
Norvège	1975	-3.7	-1.0	10.2	7.1	10.2	18.5	29.8	28.3	10.8	14.7	7.1	3.4
Norvège	1976	2.9	1.9	8.3	14.0	17.1	17.0	25.1	20.7	12.6	7.6	2.1	1.2
Norvège	1977	-2.8	5.6	9.7	12.9	16.5	15.5	28.7	28.7	13.4	12.7	7.9	5.0
Norvège	1978	3.9	5.0	2.5	11.5	13.0	21.6	20.9	22.8	15.9	12.8	3.7	-1.5
Norvège	1979	3.9	1.7	9.7	5.9	12.1	21.8	18.9	26.0	18.7	12.7	2.1	2.5
Norvège	1980	0.9	6.9	5.2	14.4	19.9	15.2	25.1	20.5	15.5	14.9	9.4	2.4
Norvège	1981	-1.4	6.1	8.0	13.7	16.9	16.1	25.4	29.9	14.7	12.7	10.0	-2.5
Norvège	1982	4.3	4.6	11.5	11.2	14.9	20.2	25.9	24.4	13.4	7.2	4.7	-4.5
Norvège	1983	-1.9	1.6	8.3	9.4	12.3	16.5	22.2	20.9	17.7	11.8	4.3	-4.8
Norvège	1984	4.4	3.8	10.0	11.1	14.1	15.0	26.1	21.3	10.8	6.4	2.5	0.5
Norvège	1985	3.5	2.0	7.5	11.1	16.5	23.1	20.8	25.2	19.2	7.2	7.3	-2.0
Norvège	1986	3.1	-1.6	4.2	9.5	18.3	21.1	20.2	21.4	16.9	10.7	6.3	-3.6
Norvège	1987	2.3	-2.3	10.4	5.9	12.1	16.4	22.9	22.1	12.6	6.5	4.7	1.0
Norvège	1988	4.9	0.8	3.7	6.8	15.4	21.5	26.7	19.7	10.4	10.9	3.0	-3.8
Norvège	1989	-1.6	5.9	8.4	8.2	13.9	20.8	23.8	26.9	16.0	9.9	0.1	-4.0
Norvège	1990	3.7	0.6	2.9	13.0	11.9	22.1	22.1	29.5	11.7	14.2	3.0	1.5
Norvège	1991	-2.6	4.8	3.8	11.2	14.8	16.8	28.9	22.7	17.3	6.3	3.9	1.6
Norvège	1992	1.5	5.7	3.1	13.1	18.3	19.5	29.9	23.2	10.0	14.4	6.6	-4.3
Norvège	1993	4.5	0.5	8.1	9.5	11.8	15.3	19.6	18.1	16.9	6.4	4.6	-3.4
Norvège	1994	3.6	-2.6	2.3	11.7	15.1	23.4	24.3	19.8	19.6	5.6	5.3	1.7
Norvège	1995	-2.5	6.0	4.2	7.2	12.7	17.1	22.5	19.8	18.4	8.2	4.5	-1.1
Norvège	1996	2.0	-0.3	11.4	12.7	13.0	17.5	19.3	23.6	11.8	8.1	8.9	2.1
Norvège	1997	1.5	5.1	6.9	13.7	16.0	23.2	19.4	20.2	15.2	12.2	3.7	2.7
Norvège	1998	3.9	-1.1	11.0	10.1	13.3	19.9	20.8	20.1	17.6	7.7	8.6	4.6
Norvège	1999	4.0	2.6	10.0	9.8	19.0	17.9	25.9	18.0	14.4	10.8	3.6	-0.0
Norvège	2000	0.1	1.0	7.9	6.9	16.9	22.8	29.0	21.2	15.9	8.2	1.1	-2.9
Norvège	2001	1.3	6.3	6.2	13.8	16.4	15.6	28.8	27.8	15.2	10.2	7.7	4.3
Norvège	2002	-4.9	-0.6	5.2	7.1	19.3	18.0	23.6	28.6	10.4	11.2	1.1	-3.1
Norvège	2003	0.6	-1.6	4.9	6.2	19.5	16.6	25.5	21.4	12.2	10.0	1.4	-1.8
Norvège	2004	4.2	-0.6	3.0	10.8	16.2	21.8	23.6	28.5	16.8	5.1	6.0	-0.1
Norvège	2005	4.1	6.2	8.7	10.0	10.2	19.3	20.4	21.9	19.5	8.7	4.8	-4.0
Norvège	2006	-0.5	3.6	2.7	13.5	15.4	24.1	19.1	20.0	11.5	9.2	7.9	-0.6
Norvège	2007	1.3	-2.9	6.8	12.6	13.1	18.6	22.5	20.0	17.5	10.1	7.6	4.2
Norvège	2008	4.2	6.9	10.0	5.2	15.4	19.1	21.6	29.4	12.8	5.7	4.8	-2.5
Norvège	2009	3.2	-0.9	4.9	8.4	11.7	15.3	25.7	20.8	19.0	10.8	0.3	-1.9
Norvège	2010	3.8	0.5	4.2	12.1	18.4	22.3	23.4	29.6	10.8	6.3	9.2	-3.5
Norvège	2011	-4.4	1.2	9.2	12.3	14.7	17.9	23.7	28.9	19.8	12.2	3.0	1.5
Norvège	2012	-0.9	7.0	5.8	11.9	14.7	24.4	25.5	27.9	18.6	10.5	7.5	0.3
Norvège	2013	2.1	2.2	11.9	8.7	19.9	20.1	29.4	26.3	11.2	11.2	5.1	0.6
Norvège	2014	1.1	3.6	5.5	6.6	11.5	24.2	28.1	24.1	12.6	12.6	2.2	-2.2
Norvège	2015	-2.7	2.3	4.4	10.1	15.1	23.4	18.2	25.4	12.4	7.7	7.2	0.5
Norvège	2016	-2.0	6.3	7.6	12.8	10.9	15.8	27.8	18.9	14.4	5.7	3.2	-1.7
Norvège	2017	-4.7	3.0	6.0	11.2	11.3	15.8	24.3	18.8	11.1	6.4	5.5	-3.1
Norvège	2018	-2.0	6.1	10.0	13.4	10.6	18.0	27.1	19.7	15.7	6.8	3.4	2.6
Norvège	2019	-2.7	4.7	8.6	7.8	12.8	21.8	29.1	24.3	16.6	7.4	8.0	-3.6
Norvège	2020	3.8	-1.2	6.0	10.4	12.2	19.4	23.0	26.7	11.7	12.1	8.5	-1.7
Danemark	1950	4.2	5.7	3.4	6.8	17.3	24.9	24.6	28.4	16.4	9.9	7.6	2.4
Danemark	1951	4.7	5.7	5.4	8.1	11.4	24.9	18.6	24.8	13.7	7.8	5.5	-1.0
Danemark	1952	1.6	1.7	3.6	5.8	16.6	20.3	26.3	20.7	19.7	7.8	5.8	-4.9
Danemark	1953	-1.0	0.1	8.4	8.1	12.8	23.6	27.9	22.7	19.0	9.5	0.6	3.5
Danemark	1954	-2.0	6.5	4.5	13.4	16.6	23.2	19.7	23.1	17.3	11.4	3.8	1.7
Danemark	1955	-0.6	-2.2	6.0	12.8	14.0	17.3	28.7	27.3	13.3	7.4	1.6	-1.5
Danemark	1956	-1.1	1.0	11.2	6.6	19.7	17.4	19.5	26.8	15.8	10.1	7.1	-0.2
Danemark	1957	5.0	1.5	7.7	8.2	10.4	16.3	28.3	26.9	18.6	5.1	2.9	-4.3
Danemark	1958	-2.4	2.6	8.6	14.1	13.9	19.3	29.7	19.3	15.0	5.1	7.8	-3.0
Danemark	1959	-0.9	-0.1	9.9	10.2	13.6	24.9	24.2	29.2	18.3	9.2	6.1	-2.2
Danemark	1960	-2.5	2.3	7.5	9.8	16.1	18.8	19.9	21.7	16.7	12.0	3.3	1.7
Danemark	1961	-0.3	5.0	6.7	11.0	11.6	16.3	29.0	28.2	13.5	9.3	7.8	-0.4
Danemark	1962	-0.3	0.5	9.4	6.6	13.6	24.9	22.4	25.6	12.1	7.6	8.1	0.1
Danemark	1963	-0.4	1.2	10.7	11.9	12.5	16.8	29.3	22.4	10.2	9.9	2.9	2.3
Danemark	1964	1.7	-2.4	4.4	7.9	11.1	17.3	25.4	19.8	17.2	6.7	3.9	1.1
Danemark	1965	-1.9	2.9	10.3	12.5	14.2	21.3	23.4	25.7	14.6	13.9	8.4	3.3
Danemark	1966	-0.3	-2.8	11.6	12.2	11.4	22.9	29.8	24.9	12.1	10.4	5.3	-2.2
Danemark	1967	-0.3	5.6	2.4	12.0	15.6	17.2	21.8	19.8	15.0	5.1	9.3	-3.0
Danemark	1968	2.3	-1.9	7.0	11.9	13.3	20.7	25.0	22.8	19.8	14.5	0.3	-4.4
Danemark	1969	1.1	2.3	6.3	8.6	13.4	17.7	27.1	25.7	13.3	11.9	5.2	-2.1
Danemark	1970	-4.3	6.6	5.4	12.0	10.3	22.8	26.9	29.1	11.7	6.1	4.2	1.5
Danemark	1971	2.5	5.0	3.5	6.9	13.6	22.1	24.4	18.3	16.1	13.5	1.4	-4.8
Danemark	1972	0.7	6.9	4.0	9.9	18.0	22.9	22.1	26.9	16.0	10.1	1.8	2.6
Danemark	1973	-3.7	5.7	3.7	12.2	18.9	23.4	24.0	18.1	11.3	14.5	1.6	4.4
Danemark	1974	3.3	-2.5	5.1	13.3	10.6	23.9	19.5	24.9	16.7	9.5	8.1	0.5
Danemark	1975	-2.0	2.6	3.6	13.7	12.8	15.3	18.1	28.3	16.7	14.7	2.2	0.1
Danemark	1976	-4.3	4.8	2.7	14.2	12.9	23.6	23.2	28.5	12.2	8.2	9.1	-1.5
Danemark	1977	2.9	-0.3	3.6	14.5	17.1	23.9	22.0	23.9	18.5	13.8	5.0	-3.8
Danemark	1978	-3.3	4.1	10.9	11.0	16.0	23.9	28.2	18.8	15.2	5.6	3.5	0.9
Danemark	1979	3.6	6.2	4.3	14.4	15.9	21.5	25.6	23.3	17.1	11.3	7.3	4.5
Danemark	1980	-1.6	2.6	9.8	14.3	17.5	19.8	25.2	25.3	18.7	13.6	0.7	-2.9
Danemark	1981	3.1	-1.7	7.5	5.7	15.2	22.5	19.9	19.9	11.1	14.0	3.0	-4.9
Danemark	1982	3.6	2.6	2.3	8.3	14.4	16.1	23.1	20.5	19.4	11.9	0.2	-4.0
Danemark	1983	0.7	4.1	12.0	9.6	14.8	18.3	20.8	29.6	18.9	9.9	8.1	-1.3
Danemark	1984	0.4	5.1	6.8	7.9	16.1	18.3	25.0	20.2	10.0	7.5	4.3	4.8
Danemark	1985	3.9	-1.0	3.8	9.0	17.3	17.6	27.4	28.5	18.3	11.8	6.9	-1.2
Danemark	1986	0.5	2.1	7.9	6.8	12.4	16.2	22.6	20.5	16.8	11.3	9.3	0.7
Danemark	1987	0.9	-0.3	2.4	5.8	17.2	15.5	23.2	24.0	11.0	10.8	0.8	0.8
Danemark	1988	0.1	3.7	6.9	6.6	19.2	17.1	22.0	24.6	13.5	12.1	4.0	-3.0
Danemark	1989	3.0	-0.8	5.6	9.0	17.7	18.8	21.3	27.3	17.0	5.1	8.2	-2.3
Danemark	1990	4.3	-2.6	8.2	10.5	14.3	20.9	18.8	24.9	10.6	8.7	0.9	-3.4
Danemark	1991	-3.2	2.6	9.9	13.9	14.4	20.6	23.5	25.3	16.4	7.2	8.6	-1.7
Danemark	1992	0.3	0.5	4.5	11.0	14.9	23.4	20.9	25.9	15.5	9.3	2.4	0.9
Danemark	1993	0.7	5.2	2.0	12.7	17.3	22.5	24.7	20.2	15.1	6.1	9.5	1.6
Danemark	1994	3.1	-1.5	8.4	5.4	17.4	20.1	29.8	27.6	19.3	5.2	8.7	1.0
Danemark	1995	1.9	-0.0	11.8	7.8	18.6	21.3	19.2	22.7	12.0	7.5	5.9	3.5
Danemark	1996	-1.5	3.3	10.9	11.2	17.7	24.7	18.2	19.5	12.1	14.1	7.0	-0.0
Danemark	1997	-2.4	3.7	4.2	14.9	12.9	20.3	18.0	28.7	13.6	6.8	1.8	3.3
Danemark	1998	1.2	-2.0	8.2	5.7	10.5	22.8	26.8	27.2	17.4	10.5	8.5	0.8
Danemark	1999	2.6	4.9	8.5	6.0	16.8	23.3	24.8	19.6	19.9	5.7	7.6	4.4
Danemark	2000	4.5	4.8	11.7	6.1	16.5	21.8	23.6	22.9	10.2	11.5	6.4	-0.5
Danemark	2001	3.1	4.1	11.1	6.4	18.7	20.3	29.9	22.0	18.9	11.0	8.5	1.2
Danemark	2002	5.0	-1.5	5.6	9.6	16.2	21.7	23.7	27.5	13.5	14.0	8.0	0.6
Danemark	2003	3.7	5.7	2.9	11.0	16.2	20.6	21.2	19.9	13.6	14.8	3.9	-0.1
Danemark	2004	-2.4	2.3	3.2	13.7	16.9	18.4	22.6	19.5	18.2	14.5	4.7	-2.9
Danemark	2005	-4.2	4.9	8.6	10.3	18.0	21.7	21.5	23.9	18.7	6.4	0.7	1.1
Danemark	2006	1.4	1.2	4.1	8.4	19.7	15.2	18.6	19.7	13.0	6.9	0.4	-1.5
Danemark	2007	-0.6	-2.0	9.9	8.7	10.9	18.8	27.0	23.8	13.7	14.1	9.8	3.5
Danemark	2008	0.9	0.9	6.2	5.3	11.4	16.3	19.0	21.9	16.3	8.2	5.3	-3.1
Danemark	2009	-2.3	5.3	10.2	5.9	15.6	20.8	18.8	22.3	13.9	7.5	5.2	-3.3
Danemark	2010	-2.1	-1.9	9.4	12.0	11.8	21.3	19.6	19.7	15.8	5.6	6.8	3.0
Danemark	2011	1.7	2.1	7.0	8.0	18.0	16.3	25.7	23.0	12.2	5.3	5.7	-2.6
Danemark	2012	-3.7	6.3	6.6	11.9	14.7	20.0	26.3	22.2	17.5	14.9	6.7	3.0
Danemark	2013	0.5	3.6	5.6	12.2	19.3	15.6	19.3	23.1	10.2	10.3	9.4	4.6
Danemark	2014	0.9	5.9	11.7	9.0	13.5	17.2	27.9	19.9	12.0	10.0	1.4	3.2
Danemark	2015	-0.3	6.5	3.2	8.0	17.9	20.0	26.9	27.2	19.6	11.8	5.8	-4.8
Danemark	2016	-3.6	6.6	11.8	12.2	19.5	16.7	24.7	27.1	17.7	12.0	7.7	-2.2
Danemark	2017	-0.6	2.4	2.1	8.4	14.4	24.3	18.7	19.8	11.1	7.3	0.3	-3.7
Danemark	2018	-4.2	-1.7	3.7	8.0	18.3	16.9	22.3	23.5	13.1	8.1	7.2	2.3
Danemark	2019	-1.1	6.3	8.0	6.0	16.3	22.4	27.5	28.8	14.3	8.0	0.9	-0.1
Danemark	2020	2.1	2.5	9.8	14.0	19.3	22.1	20.7	27.0	18.2	11.0	9.0	-3.6
Finlande	1950	2.1	-0.1	3.1	9.8	18.4	16.9	28.8	24.7	14.9	10.9	7.8	-3.2
Finlande	1951	1.1	-2.5	6.9	12.4	18.9	17.5	23.2	23.9	18.1	14.8	7.3	-4.1
Finlande	1952	2.9	5.0	6.7	13.7	14.3	17.8	21.7	23.0	16.2	13.3	2.6	2.7
Finlande	1953	-4.9	2.2	6.1	9.5	17.1	22.7	28.1	28.3	13.1	9.7	6.5	0.2
Finlande	1954	0.9	1.8	10.4	11.9	16.5	23.9	21.3	28.4	10.3	9.1	0.5	-2.5
Finlande	1955	1.5	3.5	11.3	5.0	14.4	18.3	26.2	20.8	18.0	13.1	3.2	-0.0
Finlande	1956	-4.0	6.4	5.1	6.4	11.0	24.8	22.0	23.5	19.2	8.3	3.7	-0.6
Finlande	1957	2.4	1.4	2.0	13.0	12.9	24.7	21.5	23.8	17.5	14.6	3.4	0.7
Finlande	1958	-0.5	6.3	3.7	7.3	10.7	23.9	24.7	23.6	20.0	10.8	0.9	-3.8
Finlande	1959	1.5	2.7	2.3	6.1	19.9	22.4	28.7	24.1	18.0	14.1	4.5	3.7
Finlande	1960	0.1	-0.3	10.0	12.4	14.8	15.4	25.2	21.5	19.4	14.9	3.3	-4.3
Finlande	1961	3.0	-2.8	4.6	10.5	16.3	17.7	20.3	21.0	14.5	7.3	1.0	2.5
Finlande	1962	4.7	-2.9	8.9	10.6	19.2	16.1	28.8	28.2	10.6	12.0	8.4	4.3
Finlande	1963	1.6	2.7	7.6	9.5	18.7	18.6	29.9	29.4	11.4	10.5	3.7	-3.9
Finlande	1964	-2.6	6.5	4.0	10.4	15.4	19.5	18.9	28.5	13.7	12.8	5.4	0.4
Finlande	1965	4.9	-1.3	5.5	8.1	10.5	18.9	19.5	22.2	16.8	6.6	7.1	-4.0
Finlande	1966	-3.7	-2.9	9.3	7.2	11.4	16.6	19.7	24.1	19.7	9.4	9.3	-1.5
Finlande	1967	1.7	2.1	11.8	10.3	12.8	15.2	28.2	28.3	16.6	6.6	8.5	0.5
Finlande	1968	3.7	-2.0	11.1	7.7	16.4	19.0	29.2	19.3	12.0	12.7	5.2	2.5
Finlande	1969	0.1	2.3	5.4	12.2	18.8	23.1	27.3	20.2	10.4	8.4	1.9	1.4
Finlande	1970	-1.8	6.9	6.4	11.2	10.5	15.6	19.5	25.1	15.8	10.3	7.1	-2.6
Finlande	1971	4.2	3.3	10.3	5.9	11.9	22.1	20.2	19.4	16.7	14.4	5.3	-4.1
Finlande	1972	-1.1	0.9	6.7	11.1	18.0	24.5	27.7	21.3	19.1	8.5	8.1	1.9
Finlande	1973	1.5	1.4	11.4	8.3	18.4	17.4	23.2	26.5	12.4	7.9	8.4	0.9
Finlande	1974	2.6	3.8	7.2	13.9	13.1	17.3	18.5	26.1	13.8	10.4	6.1	2.0
Finlande	1975	-0.9	4.4	3.4	7.7	12.1	15.3	25.1	27.7	10.8	7.8	2.0	-1.2
Finlande	1976	-1.6	-1.3	6.9	6.9	15.8	21.6	27.8	22.0	10.7	9.0	0.3	-1.9
Finlande	1977	-4.4	1.6	10.2	8.2	10.1	24.6	18.3	23.2	15.1	9.0	0.7	-2.0
Finlande	1978	-2.3	0.6	10.9	12.0	15.9	18.9	22.7	21.6	17.2	10.2	7.5	2.3
Finlande	1979	-0.4	-1.9	3.3	12.4	13.6	19.8	23.4	26.6	19.4	14.7	6.5	0.2
Finlande	1980	4.6	2.8	10.6	8.9	10.4	17.5	26.0	29.4	13.6	6.0	6.3	4.3
Finlande	1981	0.7	-1.6	4.7	8.1	11.8	24.0	25.9	26.3	14.2	7.1	9.6	0.1
Finlande	1982	-3.7	5.5	7.7	5.0	11.9	22.7	20.3	25.0	16.7	9.3	9.1	-3.3
Finlande	1983	1.3	6.5	10.0	6.5	12.0	17.2	19.1	28.9	14.5	12.7	8.6	4.5
Finlande	1984	3.0	5.4	2.8	13.9	12.3	21.9	24.7	28.9	18.4	7.2	8.8	0.9
Finlande	1985	-4.9	5.8	11.1	11.4	10.5	16.8	19.2	25.0	13.9	12.5	6.3	1.9
Finlande	1986	-2.4	6.6	11.4	11.4	11.3	22.0	18.4	18.7	12.6	8.0	2.2	-4.9
Finlande	1987	3.4	5.9	11.5	8.6	15.9	18.2	18.8	22.5	11.1	6.3	5.5	0.2
Finlande	1988	0.2	-1.7	3.9	6.0	12.9	22.8	23.2	28.5	13.9	10.5	6.7	2.8
Finlande	1989	4.5	-2.2	8.4	7.3	16.1	19.2	18.6	26.0	12.7	12.0	5.0	-4.6
Finlande	1990	-4.4	2.6	4.9	13.1	11.5	22.8	28.9	22.6	18.2	9.7	7.1	4.4
Finlande	1991	1.7	-0.1	5.1	6.4	10.7	23.7	19.4	28.7	15.9	6.0	0.2	-3.5
Finlande	1992	3.0	1.1	11.0	14.0	13.0	17.9	24.6	23.9	13.9	12.9	1.8	2.8
Finlande	1993	-0.6	6.1	11.5	11.7	15.5	20.6	18.8	20.3	10.1	9.2	5.2	1.1
Finlande	1994	1.5	3.8	3.3	13.7	13.0	24.8	18.5	26.4	14.6	8.4	4.2	-3.1
Finlande	1995	-0.9	5.0	9.7	5.7	18.3	22.1	19.3	19.5	17.7	7.2	9.8	-2.5
Finlande	1996	-0.9	1.9	11.7	5.5	14.9	19.8	25.5	29.7	16.6	5.5	6.6	-1.5
Finlande	1997	2.3	2.6	3.4	9.6	15.7	24.2	28.0	26.2	10.3	10.6	4.5	-2.6
Finlande	1998	-1.6	6.5	12.0	13.0	15.5	16.7	19.7	27.4	19.3	9.2	4.5	-4.8
Finlande	1999	-3.0	3.7	7.6	12.4	11.6	17.8	21.6	25.4	17.4	8.0	6.6	3.3
